sentence1,sentence2,gold_label_log,gold_label_prag,spec_relation,item_type,trigger,lexemes,Reasoning_gold_label_Prag
That bread resembles three paintings.,That bread doesn't resemble three paintings.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the bread does not share any resemblance with the three paintings, thereby contradicting the original claim."
That bread doesn't resemble three paintings.,That bread resembles three paintings.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly contradicts Sentence 1 by asserting that the bread does resemble the three paintings, which is the opposite of what Sentence 1 claims."
Two doctors should complain.,Three doctors didn't complain.,neutral,entailment,implicature_PtoN,target,numeral_two-three,two - three,"The assertion that ""Three doctors didn't complain"" does not contradict the idea that ""Two doctors should complain,"" as the latter implies a potential for complaint among a subset of doctors, while the former simply states the actions of a different group."
Two doctors should complain.,Three doctors should complain.,neutral,contradiction,negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it asserts a different quantity of doctors (three) who should complain, which directly conflicts with the specific quantity stated in Sentence 1 (two)."
Three doctors should complain.,Two doctors should complain.,entailment,contradiction,reverse negated implicature_P,target,numeral_two-three,two - three,The assertion in sentence2 contradicts sentence1 because it specifies a lesser number of doctors (two) than what is required or implied by sentence1 (three).
Three doctors should complain.,Two doctors didn't complain.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if three doctors should complain, then it is impossible for only two doctors to not complain, implying that at least one doctor must have complained."
Two doctors didn't complain.,Three doctors should complain.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if two doctors did not complain, it implies that not all doctors are expected to complain, making the assertion that three doctors ""should"" complain inconsistent."
Two doctors should complain.,Two doctors didn't complain.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if two doctors should complain, it logically follows that they did complain; therefore, their failure to do so indicates a contradiction."
Two doctors didn't complain.,Two doctors should complain.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it asserts an expectation of complaint from the doctors, while Sentence 1 states that they did not complain."
Three doctors should complain.,Three doctors didn't complain.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if three doctors should complain, it logically follows that they did complain; therefore, stating that they didn't complain directly opposes the expectation set by Sentence 1."
Three doctors didn't complain.,Three doctors should complain.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if three doctors did not complain, it logically follows that they should not be expected to complain."
Two drivers had fallen asleep.,Three drivers hadn't fallen asleep.,neutral,entailment,implicature_PtoN,target,numeral_two-three,two - three,"The assertion in sentence2 that ""three drivers hadn't fallen asleep"" does not logically follow from sentence1, which states that ""two drivers had fallen asleep,"" as it does not provide information about the total number of drivers or their states."
Two drivers had fallen asleep.,Three drivers had fallen asleep.,neutral,contradiction,negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it asserts a greater number of drivers (three) had fallen asleep, while Sentence 1 specifies only two drivers."
Three drivers had fallen asleep.,Two drivers had fallen asleep.,entailment,contradiction,reverse negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it presents a different number of drivers who had fallen asleep, implying that not all drivers mentioned in Sentence 1 were accounted for."
Three drivers had fallen asleep.,Two drivers hadn't fallen asleep.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if three drivers had fallen asleep, it is impossible for only two drivers to have remained awake."
Two drivers hadn't fallen asleep.,Three drivers had fallen asleep.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if two drivers had not fallen asleep, it is impossible for three drivers to have fallen asleep simultaneously."
Two drivers had fallen asleep.,Two drivers hadn't fallen asleep.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the two drivers did not fall asleep, which is logically contradictory to the claim that they did."
Two drivers hadn't fallen asleep.,Two drivers had fallen asleep.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly contradicts Sentence 1 because it asserts the opposite state of the same subjects, claiming that the two drivers had indeed fallen asleep, while Sentence 1 states they had not."
Three drivers had fallen asleep.,Three drivers hadn't fallen asleep.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the same three drivers did not fall asleep, thereby creating a contradiction."
Three drivers hadn't fallen asleep.,Three drivers had fallen asleep.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly contradicts Sentence 1 because it asserts the opposite state of being regarding the same group of drivers, claiming they had fallen asleep instead of not having done so."
This snake is looking like two pictures.,This snake isn't looking like three pictures.,neutral,entailment,implicature_PtoN,target,numeral_two-three,two - three,"If the snake is looking like two pictures, it logically follows that it cannot be looking like three pictures, thus supporting the entailment."
This snake is looking like two pictures.,This snake is looking like three pictures.,neutral,contradiction,negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if the snake is described as resembling two pictures, it cannot simultaneously resemble three pictures without altering the original comparison."
This snake is looking like three pictures.,This snake is looking like two pictures.,entailment,contradiction,reverse negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if the snake is described as looking like three pictures, it cannot simultaneously be described as looking like only two pictures."
This snake is looking like three pictures.,This snake isn't looking like two pictures.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if the snake resembles three pictures, it inherently cannot be excluded from resembling two pictures as well."
This snake isn't looking like two pictures.,This snake is looking like three pictures.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if the snake is not resembling two pictures, it cannot simultaneously be resembling three pictures."
This snake is looking like two pictures.,This snake isn't looking like two pictures.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the snake does not resemble two pictures, thereby contradicting the claim that it does."
This snake isn't looking like two pictures.,This snake is looking like two pictures.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly contradicts Sentence 1 by asserting that the snake is indeed resembling two pictures, while Sentence 1 states it is not."
This snake is looking like three pictures.,This snake isn't looking like three pictures.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the snake does not resemble three pictures, thereby contradicting the claim that it does."
This snake isn't looking like three pictures.,This snake is looking like three pictures.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly contradicts Sentence 1 by asserting the opposite claim about the snake's appearance, stating that it does resemble three pictures instead of not resembling them."
This lamp resembles two drawings.,This lamp doesn't resemble three drawings.,neutral,entailment,implicature_PtoN,target,numeral_two-three,two - three,"If the lamp resembles two drawings, it logically follows that it cannot resemble three drawings, thus supporting the entailment."
This lamp resembles two drawings.,This lamp resembles three drawings.,neutral,contradiction,negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it asserts a different quantity of drawings that the lamp resembles, specifically stating three instead of the two mentioned in Sentence 1."
This lamp resembles three drawings.,This lamp resembles two drawings.,entailment,contradiction,reverse negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if the lamp resembles three drawings, it cannot simultaneously resemble only two drawings."
This lamp resembles three drawings.,This lamp doesn't resemble two drawings.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if the lamp resembles three drawings, it cannot simultaneously not resemble two drawings, as that would imply it resembles fewer than three."
This lamp doesn't resemble two drawings.,This lamp resembles three drawings.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if the lamp does not resemble any drawings, it cannot simultaneously resemble three drawings."
This lamp resembles two drawings.,This lamp doesn't resemble two drawings.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the lamp does not resemble two drawings, thereby contradicting the original claim."
This lamp doesn't resemble two drawings.,This lamp resembles two drawings.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly contradicts Sentence 1 by asserting that the lamp does resemble two drawings, which opposes the claim that it does not."
This lamp resembles three drawings.,This lamp doesn't resemble three drawings.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the lamp does not resemble three drawings, thereby contradicting the claim that it does."
This lamp doesn't resemble three drawings.,This lamp resembles three drawings.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly contradicts Sentence 1 by asserting that the lamp does resemble the three drawings, which opposes the claim that it does not."
Robert has exited two museums.,Robert hasn't exited three museums.,neutral,entailment,implicature_PtoN,target,numeral_two-three,two - three,"If Robert has exited two museums, it logically follows that he has not exited three museums, making sentence 2 an entailment of sentence 1."
Robert has exited two museums.,Robert has exited three museums.,neutral,contradiction,negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it asserts a greater number of museums exited by Robert, which directly conflicts with the claim made in Sentence 1."
Robert has exited three museums.,Robert has exited two museums.,entailment,contradiction,reverse negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it states a lower number of museums exited by Robert, which directly conflicts with the assertion that he exited three."
Robert has exited three museums.,Robert hasn't exited two museums.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if Robert has exited three museums, it is impossible for him not to have exited two museums, as exiting three inherently means he has exited at least two."
Robert hasn't exited two museums.,Robert has exited three museums.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if Robert has exited three museums, it is impossible for him to have not exited two museums."
Robert has exited two museums.,Robert hasn't exited two museums.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that Robert has not exited two museums, which contradicts the claim that he has."
Robert hasn't exited two museums.,Robert has exited two museums.,contradiction,contradiction,negation,control,numeral_two-three,two - three,Sentence 2 directly contradicts Sentence 1 because it asserts the opposite of Robert's actions regarding the number of museums he has exited.
Robert has exited three museums.,Robert hasn't exited three museums.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that Robert has not exited three museums, which contradicts the claim that he has."
Robert hasn't exited three museums.,Robert has exited three museums.,contradiction,contradiction,negation,control,numeral_two-three,two - three,Sentence 2 directly contradicts Sentence 1 because it asserts the opposite of Robert's actions regarding the number of museums he has exited.
The Clintons disliked two teenagers.,The Clintons didn't dislike three teenagers.,neutral,entailment,implicature_PtoN,target,numeral_two-three,two - three,"The statement in sentence 2 logically follows from sentence 1, as disliking two teenagers does not imply a dislike for a greater number, thus supporting the notion that they did not dislike three."
The Clintons disliked two teenagers.,The Clintons disliked three teenagers.,neutral,contradiction,negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it asserts a different number of teenagers disliked by the Clintons, which directly conflicts with the specific claim made in Sentence 1."
The Clintons disliked three teenagers.,The Clintons disliked two teenagers.,entailment,contradiction,reverse negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 is a contradiction of Sentence 1 because if the Clintons disliked three teenagers, it is impossible for them to have disliked only two."
The Clintons disliked three teenagers.,The Clintons didn't dislike two teenagers.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if the Clintons disliked three teenagers, it logically follows that they must have disliked at least two of them, making the claim in Sentence 2 false."
The Clintons didn't dislike two teenagers.,The Clintons disliked three teenagers.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it asserts a negative sentiment towards a specific group of teenagers, which directly opposes the claim that the Clintons did not dislike any teenagers."
The Clintons disliked two teenagers.,The Clintons didn't dislike two teenagers.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the Clintons did not have a dislike for the teenagers, thereby contradicting the original claim."
The Clintons didn't dislike two teenagers.,The Clintons disliked two teenagers.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly contradicts Sentence 1 by asserting that the Clintons did, in fact, dislike the teenagers, which opposes the claim that they did not."
The Clintons disliked three teenagers.,The Clintons didn't dislike three teenagers.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the Clintons did not have a dislike for the same three teenagers, thereby contradicting the original claim."
The Clintons didn't dislike three teenagers.,The Clintons disliked three teenagers.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly contradicts Sentence 1 by asserting that the Clintons did, in fact, dislike the three teenagers, which opposes the claim that they did not."
Renee returns to two men.,Renee doesn't return to three men.,neutral,entailment,implicature_PtoN,target,numeral_two-three,two - three,"If Renee returns to two men, it logically follows that she cannot be returning to three men, thus making sentence 2 an entailment of sentence 1."
Renee returns to two men.,Renee returns to three men.,neutral,contradiction,negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it asserts a different number of men (three) than what is stated in Sentence 1 (two), making the two statements mutually exclusive."
Renee returns to three men.,Renee returns to two men.,entailment,contradiction,reverse negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it states a different number of men (two) than what is specified in Sentence 1 (three), thus creating an inconsistency in the information presented."
Renee returns to three men.,Renee doesn't return to two men.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if Renee returns to three men, it logically implies that she cannot simultaneously not return to two men."
Renee doesn't return to two men.,Renee returns to three men.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,Sentence 2 contradicts Sentence 1 because it asserts that Renee returns to a greater number of men (three) while Sentence 1 states she does not return to any men (two).
Renee returns to two men.,Renee doesn't return to two men.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the action described in Sentence 1, asserting that Renee does not perform the return to the two men, thereby creating a contradiction."
Renee doesn't return to two men.,Renee returns to two men.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly contradicts Sentence 1 by asserting that Renee does return to two men, which opposes the claim that she does not."
Renee returns to three men.,Renee doesn't return to three men.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the action described in Sentence 1, asserting that Renee does not perform the same action of returning to three men, thereby creating a contradiction."
Renee doesn't return to three men.,Renee returns to three men.,contradiction,contradiction,negation,control,numeral_two-three,two - three,Sentence 2 directly contradicts Sentence 1 because it asserts the opposite action regarding Renee's interaction with the three men.
Rose fixes two bicycles.,Rose doesn't fix three bicycles.,neutral,entailment,implicature_PtoN,target,numeral_two-three,two - three,"If Rose fixes two bicycles, it logically follows that she does not fix three bicycles, making sentence 2 an entailment of sentence 1."
Rose fixes two bicycles.,Rose fixes three bicycles.,neutral,contradiction,negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it asserts a different quantity of bicycles fixed by Rose, which cannot be true if Sentence 1 is accurate."
Rose fixes three bicycles.,Rose fixes two bicycles.,entailment,contradiction,reverse negated implicature_P,target,numeral_two-three,two - three,Sentence 2 contradicts Sentence 1 because fixing two bicycles cannot simultaneously be true if Rose is stated to fix three bicycles.
Rose fixes three bicycles.,Rose doesn't fix two bicycles.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if Rose fixes three bicycles, it logically follows that she cannot simultaneously not fix two bicycles, as that would imply she fixes fewer than three."
Rose doesn't fix two bicycles.,Rose fixes three bicycles.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if Rose does not fix two bicycles, she cannot fix three, as fixing three implies fixing at least two."
Rose fixes two bicycles.,Rose doesn't fix two bicycles.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the action and quantity stated in Sentence 1, asserting that Rose does not perform the same action of fixing two bicycles, thereby creating a contradiction."
Rose doesn't fix two bicycles.,Rose fixes two bicycles.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly contradicts Sentence 1 because it asserts the opposite action regarding the same subject, indicating that Rose does indeed fix two bicycles, which negates the claim that she does not."
Rose fixes three bicycles.,Rose doesn't fix three bicycles.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the action stated in Sentence 1 by asserting that Rose does not perform the same action of fixing three bicycles, thereby creating a contradiction."
Rose doesn't fix three bicycles.,Rose fixes three bicycles.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly contradicts Sentence 1 by asserting that Rose performs the action of fixing three bicycles, while Sentence 1 states that she does not engage in that action."
That teacher had upset two doctors.,That teacher hadn't upset three doctors.,neutral,entailment,implicature_PtoN,target,numeral_two-three,two - three,"The assertion in sentence 2 contradicts the implication of sentence 1, as upsetting two doctors does not logically support the claim of not upsetting three doctors."
That teacher had upset two doctors.,That teacher had upset three doctors.,neutral,contradiction,negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it asserts a different number of doctors affected, claiming three instead of the two stated in Sentence 1."
That teacher had upset three doctors.,That teacher had upset two doctors.,entailment,contradiction,reverse negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it states a lower number of doctors upset by the teacher, which directly conflicts with the assertion that three doctors were upset."
That teacher had upset three doctors.,That teacher hadn't upset two doctors.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if the teacher upset three doctors, it is impossible for them to have not upset two doctors, as that would imply a lesser number of doctors affected."
That teacher hadn't upset two doctors.,That teacher had upset three doctors.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if the teacher had not upset two doctors, it is logically inconsistent to claim that the same teacher had upset three doctors."
That teacher had upset two doctors.,That teacher hadn't upset two doctors.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the teacher did not upset the two doctors, which contradicts the claim that they did."
That teacher hadn't upset two doctors.,That teacher had upset two doctors.,contradiction,contradiction,negation,control,numeral_two-three,two - three,Sentence 2 directly contradicts Sentence 1 because it asserts the opposite of what Sentence 1 states regarding the teacher's impact on the two doctors.
That teacher had upset three doctors.,That teacher hadn't upset three doctors.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the teacher did not upset the three doctors, which contradicts the claim that they did."
That teacher hadn't upset three doctors.,That teacher had upset three doctors.,contradiction,contradiction,negation,control,numeral_two-three,two - three,Sentence 2 directly contradicts Sentence 1 by asserting the opposite of the claim regarding the teacher's impact on the three doctors.
Monica appreciated two actresses.,Monica didn't appreciate three actresses.,neutral,entailment,implicature_PtoN,target,numeral_two-three,two - three,"If Monica appreciated two actresses, it logically follows that she did not appreciate at least three actresses, making sentence 2 an entailment of sentence 1."
Monica appreciated two actresses.,Monica appreciated three actresses.,neutral,contradiction,negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it asserts a greater number of actresses appreciated by Monica, which directly conflicts with the specific quantity stated in Sentence 1."
Monica appreciated three actresses.,Monica appreciated two actresses.,entailment,contradiction,reverse negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it states a lower quantity of actresses appreciated by Monica, which directly conflicts with the assertion that she appreciated three."
Monica appreciated three actresses.,Monica didn't appreciate two actresses.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if Monica appreciated three actresses, it implies she appreciated more than just two, making it impossible for her to not appreciate two of them."
Monica didn't appreciate two actresses.,Monica appreciated three actresses.,contradiction,contradiction,opposite,control,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because if Monica didn't appreciate two actresses, it is logically inconsistent for her to appreciate three."
Monica appreciated two actresses.,Monica didn't appreciate two actresses.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the action expressed in Sentence 1, asserting that Monica did not appreciate the same two actresses she is said to have appreciated."
Monica didn't appreciate two actresses.,Monica appreciated two actresses.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly contradicts Sentence 1 because it asserts that Monica appreciated the actresses, while Sentence 1 states that she did not appreciate them."
Monica appreciated three actresses.,Monica didn't appreciate three actresses.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that Monica did not appreciate the same three actresses, thereby creating a contradiction."
Monica didn't appreciate three actresses.,Monica appreciated three actresses.,contradiction,contradiction,negation,control,numeral_two-three,two - three,"Sentence 2 directly contradicts Sentence 1 because it asserts that Monica appreciated the actresses, while Sentence 1 states that she did not."
Ronald observes two adults.,Ronald doesn't observe three adults.,neutral,entailment,implicature_PtoN,target,numeral_two-three,two - three,"If Ronald observes two adults, it logically follows that he cannot observe three adults, thus making sentence 2 an entailment of sentence 1."
Ronald observes two adults.,Ronald observes three adults.,neutral,contradiction,negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it states that Ronald observes three adults, which directly conflicts with the assertion that he observes only two."
Ronald observes three adults.,Ronald observes two adults.,entailment,contradiction,reverse negated implicature_P,target,numeral_two-three,two - three,"Sentence 2 contradicts Sentence 1 because it states a different number of adults being observed, which directly conflicts with the assertion that Ronald observes three adults."
