sentence1,sentence2,gold_label_log,gold_label_prag,spec_relation,item_type,trigger,lexemes,Reasoning_gold_label_Prag
The Clintons have cleaned ten plates.,The Clintons haven't cleaned one hundred plates.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If the Clintons have cleaned ten plates, it logically follows that they have not cleaned one hundred plates, as ten is less than one hundred."
The Clintons have cleaned ten plates.,The Clintons have cleaned one hundred plates.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it asserts a quantity of plates cleaned that is significantly greater than the amount stated in Sentence 1, thereby directly opposing the information provided."
The Clintons have cleaned one hundred plates.,The Clintons have cleaned ten plates.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it asserts a lower quantity of plates cleaned, which directly opposes the claim of having cleaned one hundred plates."
The Clintons have cleaned one hundred plates.,The Clintons haven't cleaned ten plates.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if the Clintons have cleaned one hundred plates, it is impossible for them not to have cleaned at least ten plates."
The Clintons haven't cleaned ten plates.,The Clintons have cleaned one hundred plates.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly contradicts Sentence 1 by asserting that the Clintons have cleaned a quantity of plates (one hundred) that is not only greater than ten but also negates the claim that they haven't cleaned that many.
The Clintons have cleaned ten plates.,The Clintons haven't cleaned ten plates.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the Clintons did not perform the action of cleaning ten plates, which contradicts the claim that they did."
The Clintons haven't cleaned ten plates.,The Clintons have cleaned ten plates.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly contradicts Sentence 1 by asserting the opposite claim regarding the Clintons' actions concerning the cleaning of ten plates.
The Clintons have cleaned one hundred plates.,The Clintons haven't cleaned one hundred plates.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the Clintons have not performed the action of cleaning one hundred plates, which contradicts the claim that they have."
The Clintons haven't cleaned one hundred plates.,The Clintons have cleaned one hundred plates.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly contradicts Sentence 1 by asserting the opposite claim regarding the Clintons' actions concerning the cleaning of one hundred plates.
Laura knows ten drivers.,Laura doesn't know one hundred drivers.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If Laura knows ten drivers, it logically follows that she cannot know one hundred drivers, thus making sentence 2 an entailment of sentence 1."
Laura knows ten drivers.,Laura knows one hundred drivers.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because knowing one hundred drivers directly conflicts with the claim of knowing only ten drivers, as the latter sets a maximum limit that is exceeded by the former."
Laura knows one hundred drivers.,Laura knows ten drivers.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because knowing ten drivers cannot be true if Laura knows one hundred drivers, as it implies a lesser quantity."
Laura knows one hundred drivers.,Laura doesn't know ten drivers.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"If Laura knows one hundred drivers, it is logically impossible for her to not know ten drivers, making sentence 2 a contradiction of sentence 1."
Laura doesn't know ten drivers.,Laura knows one hundred drivers.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 because knowing one hundred drivers implies that Laura knows more than ten drivers, which contradicts the claim that she doesn't know ten drivers."
Laura knows ten drivers.,Laura doesn't know ten drivers.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that Laura lacks knowledge of ten drivers, which contradicts the claim that she knows them."
Laura doesn't know ten drivers.,Laura knows ten drivers.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly contradicts Sentence 1 because it asserts the opposite claim about Laura's knowledge of drivers.
Laura knows one hundred drivers.,Laura doesn't know one hundred drivers.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that Laura lacks knowledge of the same number of drivers, thereby contradicting the claim that she knows one hundred drivers."
Laura doesn't know one hundred drivers.,Laura knows one hundred drivers.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly contradicts Sentence 1 because it asserts the opposite claim about Laura's knowledge of drivers.
Those actresses toured ten banks.,Those actresses didn't tour one hundred banks.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"The statement in sentence2 logically follows from sentence1, as touring ten banks implies that the actresses did not tour a greater number, such as one hundred banks."
Those actresses toured ten banks.,Those actresses toured one hundred banks.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,Sentence 2 contradicts Sentence 1 because it asserts a quantity (one hundred) that is inconsistent with the quantity stated in Sentence 1 (ten).
Those actresses toured one hundred banks.,Those actresses toured ten banks.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it states a lower number of banks toured, which directly opposes the claim of touring one hundred banks."
Those actresses toured one hundred banks.,Those actresses didn't tour ten banks.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if the actresses toured one hundred banks, it is impossible for them not to have toured at least ten banks."
Those actresses didn't tour ten banks.,Those actresses toured one hundred banks.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that the actresses toured a specific number of banks, which is in direct opposition to the claim that they did not tour any banks."
Those actresses toured ten banks.,Those actresses didn't tour ten banks.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action stated in Sentence 1, asserting that the actresses did not perform the tour of ten banks, which contradicts the claim made in Sentence 1."
Those actresses didn't tour ten banks.,Those actresses toured ten banks.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that the actresses did tour ten banks, which is the opposite of the claim that they did not."
Those actresses toured one hundred banks.,Those actresses didn't tour one hundred banks.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action stated in Sentence 1 by asserting that the actresses did not perform the tour, thereby contradicting the claim made in Sentence 1."
Those actresses didn't tour one hundred banks.,Those actresses toured one hundred banks.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that the actresses did tour one hundred banks, which is the opposite of the claim that they did not."
Adults scan ten books.,Adults don't scan one hundred books.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If adults scan ten books, it logically follows that they cannot scan one hundred books, thus supporting the entailment that adults don't scan one hundred books."
Adults scan ten books.,Adults scan one hundred books.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,Sentence 2 contradicts Sentence 1 because it asserts a quantity of books scanned (one hundred) that is inconsistent with the specific quantity stated in Sentence 1 (ten).
Adults scan one hundred books.,Adults scan ten books.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it states a lower quantity of books scanned, which directly opposes the claim of scanning one hundred books."
Adults scan one hundred books.,Adults don't scan ten books.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if adults scan one hundred books, it logically follows that they must also scan at least ten books."
Adults don't scan ten books.,Adults scan one hundred books.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if adults do not scan ten books, they cannot logically scan one hundred books, which is a greater quantity."
Adults scan ten books.,Adults don't scan ten books.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action described in Sentence 1, asserting that adults do not engage in the scanning of ten books, which contradicts the claim that they do."
Adults don't scan ten books.,Adults scan ten books.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly contradicts Sentence 1 by asserting the opposite action regarding adults' behavior towards scanning ten books.
Adults scan one hundred books.,Adults don't scan one hundred books.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action described in Sentence 1, asserting that adults do not engage in the scanning of one hundred books, which contradicts the claim that they do."
Adults don't scan one hundred books.,Adults scan one hundred books.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that adults do engage in the action of scanning one hundred books, which is explicitly denied in Sentence 1."
The committees insult ten guests.,The committees don't insult one hundred guests.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"The assertion in sentence 2 that the committees do not insult one hundred guests is logically consistent with sentence 1, which specifies that they insult only ten guests, thus supporting the conclusion that they do not insult a larger number."
The committees insult ten guests.,The committees insult one hundred guests.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it states a different number of guests being insulted, which directly conflicts with the specific claim made in Sentence 1."
The committees insult one hundred guests.,The committees insult ten guests.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it reduces the number of guests insulted from one hundred to ten, which directly conflicts with the claim made in Sentence 1."
The committees insult one hundred guests.,The committees don't insult ten guests.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if the committees insult one hundred guests, it is impossible for them not to insult at least ten guests."
The committees don't insult ten guests.,The committees insult one hundred guests.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if the committees do not insult ten guests, they cannot simultaneously insult one hundred guests, as this would imply they are insulting more guests than they are not."
The committees insult ten guests.,The committees don't insult ten guests.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action described in Sentence 1, asserting that the committees do not perform the act of insulting ten guests, which contradicts the claim made in Sentence 1."
The committees don't insult ten guests.,The committees insult ten guests.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that the committees do insult ten guests, which opposes the claim that they do not."
The committees insult one hundred guests.,The committees don't insult one hundred guests.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action described in Sentence 1, asserting that the committees do not perform the act of insulting, which contradicts the claim that they do."
The committees don't insult one hundred guests.,The committees insult one hundred guests.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that the committees do insult the guests, which opposes the claim that they do not."
Rhonda should explore ten restaurants.,Rhonda shouldn't explore one hundred restaurants.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If Rhonda should explore ten restaurants, it logically follows that she should not explore a greater number, such as one hundred."
Rhonda should explore ten restaurants.,Rhonda should explore one hundred restaurants.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it suggests a quantity of restaurants that is significantly greater than the ten specified in Sentence 1, implying a different and incompatible directive."
Rhonda should explore one hundred restaurants.,Rhonda should explore ten restaurants.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it significantly reduces the number of restaurants Rhonda is advised to explore, undermining the original suggestion of one hundred."
Rhonda should explore one hundred restaurants.,Rhonda shouldn't explore ten restaurants.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"If Rhonda should explore one hundred restaurants, then it contradicts the idea that she shouldn't explore even ten restaurants, as exploring fewer than one hundred implies she is not fulfilling the initial recommendation."
Rhonda shouldn't explore ten restaurants.,Rhonda should explore one hundred restaurants.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 contradicts Sentence 1 because it advocates for an action (exploring one hundred restaurants) that directly opposes the recommendation against exploring multiple restaurants (ten) in Sentence 1.
Rhonda should explore ten restaurants.,Rhonda shouldn't explore ten restaurants.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly opposes the directive in Sentence 1 by stating that Rhonda should not engage in the action of exploring ten restaurants, thereby contradicting the recommendation made in Sentence 1."
Rhonda shouldn't explore ten restaurants.,Rhonda should explore ten restaurants.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly opposes the directive of Sentence 1 by asserting that Rhonda should engage in the very action that Sentence 1 advises against.
Rhonda should explore one hundred restaurants.,Rhonda shouldn't explore one hundred restaurants.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly opposes the directive in Sentence 1 by stating that Rhonda should not engage in the very action that Sentence 1 encourages her to undertake.
Rhonda shouldn't explore one hundred restaurants.,Rhonda should explore one hundred restaurants.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly opposes the directive in Sentence 1 by asserting that Rhonda should engage in the very action that Sentence 1 advises against.
Edward will hide ten grocery stores.,Edward won't hide one hundred grocery stores.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If Edward will hide ten grocery stores, it logically follows that he cannot hide one hundred grocery stores, thus making sentence 2 an entailment of sentence 1."
Edward will hide ten grocery stores.,Edward will hide one hundred grocery stores.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,Sentence 2 contradicts Sentence 1 because it asserts a quantity (one hundred) that is not only greater than but also incompatible with the specific quantity (ten) stated in Sentence 1.
Edward will hide one hundred grocery stores.,Edward will hide ten grocery stores.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because hiding ten grocery stores is inconsistent with the claim of hiding one hundred grocery stores, as it implies a lesser quantity."
Edward will hide one hundred grocery stores.,Edward won't hide ten grocery stores.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if Edward is hiding one hundred grocery stores, it is logically impossible for him to not hide ten grocery stores."
Edward won't hide ten grocery stores.,Edward will hide one hundred grocery stores.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if Edward won't hide ten grocery stores, it logically follows that he cannot hide a greater number, such as one hundred."
Edward will hide ten grocery stores.,Edward won't hide ten grocery stores.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action stated in Sentence 1, asserting that Edward will not perform the act of hiding ten grocery stores, thus creating a contradiction."
Edward won't hide ten grocery stores.,Edward will hide ten grocery stores.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly contradicts Sentence 1 by asserting that Edward will take an action (hiding) that Sentence 1 explicitly states he will not take.
Edward will hide one hundred grocery stores.,Edward won't hide one hundred grocery stores.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the action stated in Sentence 1, asserting that Edward will not perform the act of hiding one hundred grocery stores, thereby creating a contradiction."
Edward won't hide one hundred grocery stores.,Edward will hide one hundred grocery stores.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,Sentence 2 directly opposes the assertion in Sentence 1 by stating that Edward will engage in an action (hiding) that Sentence 1 explicitly denies he will undertake.
Mary had argued about ten guys.,Mary hadn't argued about one hundred guys.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If Mary argued about ten guys, it logically follows that she could not have argued about one hundred guys, thus making sentence 2 an entailment of sentence 1."
Mary had argued about ten guys.,Mary had argued about one hundred guys.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it presents a quantity (one hundred) that is significantly greater than the quantity stated in Sentence 1 (about ten), making it impossible for both statements to be true simultaneously."
Mary had argued about one hundred guys.,Mary had argued about ten guys.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because it presents a specific quantity (ten) that is significantly less than the approximate quantity (one hundred) mentioned in Sentence 1, implying a discrepancy in the number of individuals involved in the argument."
Mary had argued about one hundred guys.,Mary hadn't argued about ten guys.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if Mary argued about one hundred guys, it logically follows that she must have argued about at least ten guys."
Mary hadn't argued about ten guys.,Mary had argued about one hundred guys.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because arguing about one hundred guys directly opposes the claim that Mary hadn't argued about ten guys, implying a significant increase in the number of arguments."
Mary had argued about ten guys.,Mary hadn't argued about ten guys.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that Mary did not engage in an argument about ten guys, which contradicts the claim that she did."
Mary hadn't argued about ten guys.,Mary had argued about ten guys.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that Mary did argue about ten guys, while Sentence 1 states that she had not."
Mary had argued about one hundred guys.,Mary hadn't argued about one hundred guys.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that Mary did not engage in any argument about one hundred guys, which contradicts the claim that she did."
Mary hadn't argued about one hundred guys.,Mary had argued about one hundred guys.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly contradicts Sentence 1 by asserting that Mary did argue about one hundred guys, while Sentence 1 states that she did not."
Ten newspaper articles will disagree.,One hundred newspaper articles wouldn't disagree.,neutral,entailment,implicature_PtoN,target,numeral_ten-one hundred,ten - one hundred,"If ten newspaper articles disagree, it logically follows that a larger number, such as one hundred, would not all agree, thus supporting the entailment."
Ten newspaper articles will disagree.,One hundred newspaper articles will disagree.,neutral,contradiction,negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if ten articles can disagree, it does not logically follow that a larger number, one hundred, would also disagree, as it implies a different scope of disagreement."
One hundred newspaper articles will disagree.,Ten newspaper articles will disagree.,entailment,contradiction,reverse negated implicature_P,target,numeral_ten-one hundred,ten - one hundred,"The assertion in sentence2 contradicts sentence1 because if one hundred articles disagree, it implies a broader consensus among a larger number of articles, making it impossible for only ten articles to disagree without contradicting the original claim."
One hundred newspaper articles will disagree.,Ten newspaper articles wouldn't disagree.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if one hundred articles can disagree, then stating that ten articles wouldn't disagree directly opposes the possibility of disagreement among a subset of those articles."
Ten newspaper articles wouldn't disagree.,One hundred newspaper articles will disagree.,contradiction,contradiction,opposite,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because if ten newspaper articles wouldn't disagree, then it logically follows that a larger number, such as one hundred, cannot simultaneously disagree."
Ten newspaper articles will disagree.,Ten newspaper articles wouldn't disagree.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence2 contradicts sentence1 because it asserts that the ten newspaper articles will not disagree, directly opposing the claim that they will disagree."
Ten newspaper articles wouldn't disagree.,Ten newspaper articles will disagree.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 contradicts Sentence 1 because the assertion that ""ten newspaper articles will disagree"" directly opposes the claim that ""ten newspaper articles wouldn't disagree,"" indicating a fundamental disagreement in their conclusions."
One hundred newspaper articles will disagree.,One hundred newspaper articles wouldn't disagree.,contradiction,contradiction,negation,control,numeral_ten-one hundred,ten - one hundred,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the same number of articles would not disagree, thereby contradicting the claim of disagreement."
