sentence1,sentence2,gold_label_log,gold_label_prag,spec_relation,item_type,trigger,lexemes,Reasoning_gold_label_Prag
The person did not sprint to those movie theaters.,The person sprinted to those movie theaters.,contradiction,contradiction,negation,control,verb,ran - sprinted,Sentence 2 directly contradicts Sentence 1 because it asserts the opposite action—sprinting—while Sentence 1 states that the person did not engage in that action.
Theresa tried to concur.,Theresa did not manage to concur.,neutral,entailment,implicature_PtoN,target,verb,tried - managed,"The phrase ""tried to concur"" implies an attempt that may not have been successful, suggesting that it is possible Theresa did not manage to concur."
Theresa did not manage to concur.,Theresa tried to concur.,neutral,entailment,implicature_NtoP,target,verb,tried - managed,"The fact that Theresa did not manage to concur implies that she attempted to do so, establishing sentence 2 as an entailment of sentence 1."
Theresa tried to concur.,Theresa managed to concur.,neutral,contradiction,negated implicature_P,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because ""tried"" implies an unsuccessful attempt, while ""managed"" indicates a successful outcome."
Theresa managed to concur.,Theresa tried to concur.,entailment,contradiction,reverse negated implicature_P,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because ""managed to concur"" implies success in reaching agreement, while ""tried to concur"" suggests an unsuccessful attempt."
Theresa did not manage to concur.,Theresa did not try to concur.,neutral,contradiction,negated implicature_N,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because failing to manage to concur implies that an attempt was made, whereas not trying to concur suggests no effort was made at all."
Theresa did not try to concur.,Theresa did not manage to concur.,entailment,contradiction,reverse negated implicature_N,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because ""did not manage to concur"" implies an attempt was made, whereas ""did not try to concur"" indicates no attempt was made at all."
Theresa managed to concur.,Theresa did not try to concur.,contradiction,contradiction,opposite,control,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Theresa managed to concur, it implies she made an effort to do so, directly opposing the claim that she did not try."
Theresa did not try to concur.,Theresa managed to concur.,contradiction,contradiction,opposite,control,verb,tried - managed,"Sentence 2 directly contradicts Sentence 1 because it asserts that Theresa successfully achieved concurrence, while Sentence 1 states that she did not attempt to do so."
Theresa did not try to concur.,Theresa managed to concur.,contradiction,contradiction,opposite,control,verb,tried - managed,"Sentence 2 directly contradicts Sentence 1 because if Theresa did not try to concur, it is impossible for her to have managed to do so."
Theresa tried to concur.,Theresa did not try to concur.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly negates the action described in Sentence 1, asserting that Theresa did not engage in the attempt to concur, which contradicts the claim that she did."
Theresa did not try to concur.,Theresa tried to concur.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly contradicts Sentence 1 because it asserts that Theresa attempted to concur, while Sentence 1 states that she did not make such an effort."
Theresa managed to concur.,Theresa did not manage to concur.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that Theresa failed to achieve the same outcome, thereby creating a logical contradiction."
Theresa did not manage to concur.,Theresa managed to concur.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly contradicts Sentence 1 because it asserts that Theresa successfully achieved consensus, while Sentence 1 states that she did not."
Ella tried to hate Naomi.,Ella did not manage to hate Naomi.,neutral,entailment,implicature_PtoN,target,verb,tried - managed,"The phrase ""tried to hate"" implies an unsuccessful attempt, suggesting that Ella did not achieve her goal of hating Naomi."
Ella did not manage to hate Naomi.,Ella tried to hate Naomi.,neutral,entailment,implicature_NtoP,target,verb,tried - managed,"If Ella did not manage to hate Naomi, it implies that she attempted to do so, thus supporting the conclusion that Ella tried to hate Naomi."
Ella tried to hate Naomi.,Ella managed to hate Naomi.,neutral,contradiction,negated implicature_P,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Ella ""tried"" to hate Naomi, it implies she was unsuccessful, whereas ""managed"" indicates she succeeded in hating her."
Ella managed to hate Naomi.,Ella tried to hate Naomi.,entailment,contradiction,reverse negated implicature_P,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because ""managed to hate"" implies a successful achievement of hatred, while ""tried to hate"" suggests an unsuccessful attempt, indicating that Ella did not actually hate Naomi."
Ella did not manage to hate Naomi.,Ella did not try to hate Naomi.,neutral,contradiction,negated implicature_N,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Ella did not manage to hate Naomi, it implies she attempted to do so, whereas Sentence 2 states she did not try at all."
Ella did not try to hate Naomi.,Ella did not manage to hate Naomi.,entailment,contradiction,reverse negated implicature_N,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Ella did not try to hate Naomi, it implies she had no intention or effort to develop hatred, whereas Sentence 2 suggests she attempted to hate but failed, indicating a conflicting intention."
Ella managed to hate Naomi.,Ella did not try to hate Naomi.,contradiction,contradiction,opposite,control,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Ella managed to hate Naomi, it implies she actively engaged in the effort to hate her, which directly opposes the claim that she did not try to hate her."
Ella did not try to hate Naomi.,Ella managed to hate Naomi.,contradiction,contradiction,opposite,control,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Ella did not try to hate Naomi, it is logically inconsistent for her to have successfully managed to hate her."
Ella tried to hate Naomi.,Ella did not try to hate Naomi.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly negates the action described in Sentence 1, asserting that Ella did not engage in the attempt to hate Naomi, which contradicts the claim that she did."
Ella did not try to hate Naomi.,Ella tried to hate Naomi.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly contradicts Sentence 1 because it asserts that Ella made an effort to hate Naomi, while Sentence 1 states that she did not attempt to harbor such feelings."
Ella managed to hate Naomi.,Ella did not manage to hate Naomi.,contradiction,contradiction,negation,control,verb,tried - managed,Sentence 2 contradicts Sentence 1 because it directly negates the successful action of hating Naomi that is asserted in Sentence 1.
Ella did not manage to hate Naomi.,Ella managed to hate Naomi.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly contradicts Sentence 1 because it asserts that Ella successfully hated Naomi, while Sentence 1 states that she did not achieve that feeling."
Amelia tried to come here.,Amelia did not manage to come here.,neutral,entailment,implicature_PtoN,target,verb,tried - managed,"The phrase ""tried to come here"" implies an unsuccessful attempt, which supports the conclusion that ""Amelia did not manage to come here."""
Amelia did not manage to come here.,Amelia tried to come here.,neutral,entailment,implicature_NtoP,target,verb,tried - managed,"The fact that Amelia did not manage to come here implies that she made an effort to do so, thus supporting the claim that she tried to come."
Amelia tried to come here.,Amelia managed to come here.,neutral,contradiction,negated implicature_P,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Amelia ""managed"" to come here, it implies she succeeded, whereas ""tried"" suggests she may not have succeeded."
Amelia managed to come here.,Amelia tried to come here.,entailment,contradiction,reverse negated implicature_P,target,verb,tried - managed,"Sentence 2 is a contradiction of Sentence 1 because ""managed"" implies successful arrival, while ""tried"" suggests an unsuccessful attempt."
Amelia did not manage to come here.,Amelia did not try to come here.,neutral,contradiction,negated implicature_N,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Amelia did not manage to come, it implies she attempted to come, whereas Sentence 2 states she did not try at all."
Amelia did not try to come here.,Amelia did not manage to come here.,entailment,contradiction,reverse negated implicature_N,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because ""did not manage to come here"" implies an attempt was made, whereas ""did not try to come here"" indicates no attempt was made at all."
Amelia managed to come here.,Amelia did not try to come here.,contradiction,contradiction,opposite,control,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Amelia managed to come here, it implies that she made an effort to do so, directly opposing the claim that she did not try to come."
Amelia did not try to come here.,Amelia managed to come here.,contradiction,contradiction,opposite,control,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Amelia ""managed to come here,"" it implies that she made an effort to arrive, directly opposing the claim that she ""did not try to come here."""
Amelia tried to come here.,Amelia did not try to come here.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly negates the action described in Sentence 1, asserting that Amelia did not make any effort to come, which contradicts the claim that she attempted to do so."
Amelia did not try to come here.,Amelia tried to come here.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly contradicts Sentence 1 because it asserts that Amelia made an effort to come, while Sentence 1 states that she did not attempt to do so."
Amelia managed to come here.,Amelia did not manage to come here.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly negates the successful action described in Sentence 1, asserting that Amelia failed to arrive, which contradicts the claim of her successful arrival."
Amelia did not manage to come here.,Amelia managed to come here.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly contradicts Sentence 1 because it asserts that Amelia successfully arrived, while Sentence 1 states that she did not succeed in doing so."
Susan went towards Harvard University.,Susan did not get to Harvard University.,neutral,entailment,implicature_PtoN,target,verb,went towards - got to,"The statement in sentence2 contradicts the implication of sentence1 that Susan was moving towards Harvard University, suggesting she may have reached it."
Susan did not get to Harvard University.,Susan went towards Harvard University.,neutral,entailment,implicature_NtoP,target,verb,went towards - got to,"The fact that Susan did not get to Harvard University implies that she did not reach her destination, which is consistent with her having gone towards it without arriving."
Susan went towards Harvard University.,Susan got to Harvard University.,neutral,contradiction,negated implicature_P,target,verb,went towards - got to,"Sentence 2 contradicts Sentence 1 because reaching a destination implies arrival, while going towards it suggests she has not yet arrived."
Susan got to Harvard University.,Susan went towards Harvard University.,entailment,contradiction,reverse negated implicature_P,target,verb,went towards - got to,"Sentence 2 contradicts Sentence 1 because ""went towards"" implies Susan did not reach Harvard University, while ""got to"" indicates she successfully arrived there."
Susan did not get to Harvard University.,Susan did not go towards Harvard University.,neutral,contradiction,negated implicature_N,target,verb,went towards - got to,"Sentence 2 contradicts Sentence 1 because if Susan did not go towards Harvard University, it implies she did not attempt to reach it, which is inconsistent with the notion of not getting accepted or admitted to the university."
Susan did not go towards Harvard University.,Susan did not get to Harvard University.,entailment,contradiction,reverse negated implicature_N,target,verb,went towards - got to,"Sentence 2 contradicts Sentence 1 because if Susan did not go towards Harvard University, it logically follows that she could not have reached or arrived at Harvard University."
Susan got to Harvard University.,Susan did not go towards Harvard University.,contradiction,contradiction,opposite,control,verb,went towards - got to,"Sentence 2 contradicts Sentence 1 because if Susan got to Harvard University, it is impossible for her to have not gone towards it."
Susan did not go towards Harvard University.,Susan got to Harvard University.,contradiction,contradiction,opposite,control,verb,went towards - got to,"Sentence 2 directly contradicts Sentence 1 because if Susan did not go towards Harvard University, it is impossible for her to have arrived there."
Susan went towards Harvard University.,Susan did not go towards Harvard University.,contradiction,contradiction,negation,control,verb,went towards - got to,"Sentence 2 directly negates the action described in Sentence 1, asserting that Susan did not engage in the movement towards Harvard University, which contradicts the claim that she did."
Susan did not go towards Harvard University.,Susan went towards Harvard University.,contradiction,contradiction,negation,control,verb,went towards - got to,"Sentence 2 directly opposes the assertion in Sentence 1 by stating that Susan did go towards Harvard University, thereby creating a clear contradiction."
Susan got to Harvard University.,Susan did not get to Harvard University.,contradiction,contradiction,negation,control,verb,went towards - got to,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that Susan did not achieve the outcome described, thereby creating a contradiction."
Susan did not get to Harvard University.,Susan got to Harvard University.,contradiction,contradiction,negation,control,verb,went towards - got to,Sentence 2 directly opposes the assertion made in Sentence 1 by stating the exact opposite outcome regarding Susan's admission to Harvard University.
Florence went towards the school.,Florence did not get to the school.,neutral,entailment,implicature_PtoN,target,verb,went towards - got to,"The statement in sentence2 contradicts the implication of movement towards a destination in sentence1, thus making it an entailment that Florence did not reach the school."
Florence did not get to the school.,Florence went towards the school.,neutral,entailment,implicature_NtoP,target,verb,went towards - got to,"The statement that ""Florence did not get to the school"" implies that she was unable to reach her destination, which is consistent with the idea that she ""went towards the school"" but did not arrive."
Florence went towards the school.,Florence got to the school.,neutral,contradiction,negated implicature_P,target,verb,went towards - got to,"Sentence 2 contradicts Sentence 1 because if Florence only went towards the school, it does not imply that she actually arrived at the school."
Florence got to the school.,Florence went towards the school.,entailment,contradiction,reverse negated implicature_P,target,verb,went towards - got to,"Sentence 2 contradicts Sentence 1 because ""went towards the school"" implies that Florence did not actually arrive at the school, whereas ""got to the school"" confirms her arrival."
Florence did not get to the school.,Florence did not go towards the school.,neutral,contradiction,negated implicature_N,target,verb,went towards - got to,"Sentence 2 contradicts Sentence 1 because if Florence did not get to the school, it implies she must have gone towards it but failed to arrive, whereas Sentence 2 states she did not even go in that direction."
Florence did not go towards the school.,Florence did not get to the school.,entailment,contradiction,reverse negated implicature_N,target,verb,went towards - got to,"Sentence 2 contradicts Sentence 1 because if Florence did not go towards the school, it logically follows that she could not have reached the school."
Florence got to the school.,Florence did not go towards the school.,contradiction,contradiction,opposite,control,verb,went towards - got to,"Sentence 2 contradicts Sentence 1 because it asserts that Florence did not move in the direction of the school, directly opposing the claim that she arrived there."
Florence did not go towards the school.,Florence got to the school.,contradiction,contradiction,opposite,control,verb,went towards - got to,"Sentence 2 directly contradicts Sentence 1 because if Florence did not go towards the school, she could not have arrived at the school."
Florence went towards the school.,Florence did not go towards the school.,contradiction,contradiction,negation,control,verb,went towards - got to,"Sentence 2 directly negates the action described in Sentence 1, asserting that Florence did not perform the act of going towards the school, which contradicts the claim that she did."
Florence did not go towards the school.,Florence went towards the school.,contradiction,contradiction,negation,control,verb,went towards - got to,"Sentence 2 directly opposes the assertion in Sentence 1 by stating that Florence did, in fact, go towards the school, which contradicts the claim that she did not."
Florence got to the school.,Florence did not get to the school.,contradiction,contradiction,negation,control,verb,went towards - got to,"Sentence 2 directly negates the action described in Sentence 1, asserting that Florence did not achieve the same outcome of arriving at the school."
Florence did not get to the school.,Florence got to the school.,contradiction,contradiction,negation,control,verb,went towards - got to,"Sentence 2 directly opposes the assertion in Sentence 1 by stating that Florence did arrive at the school, which contradicts the claim that she did not."
Julie tried to fix some carriages.,Julie did not manage to fix some carriages.,neutral,entailment,implicature_PtoN,target,verb,tried - managed,"The phrase ""tried to fix"" in sentence 1 implies an attempt that may or may not have been successful, which supports the possibility that Julie did not manage to fix the carriages in sentence 2."
Julie did not manage to fix some carriages.,Julie tried to fix some carriages.,neutral,entailment,implicature_NtoP,target,verb,tried - managed,"The statement that Julie did not manage to fix some carriages implies that she attempted to fix them but was unsuccessful, thus supporting the entailment that she tried to fix them."
Julie tried to fix some carriages.,Julie managed to fix some carriages.,neutral,contradiction,negated implicature_P,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because ""tried"" implies an unsuccessful attempt, while ""managed"" indicates a successful outcome."
Julie managed to fix some carriages.,Julie tried to fix some carriages.,entailment,contradiction,reverse negated implicature_P,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because ""tried"" implies an unsuccessful attempt, while ""managed"" indicates a successful outcome."
Julie did not manage to fix some carriages.,Julie did not try to fix some carriages.,neutral,contradiction,negated implicature_N,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Julie did not manage to fix the carriages, it implies she attempted to do so, whereas Sentence 2 states she did not try at all."
Julie did not try to fix some carriages.,Julie did not manage to fix some carriages.,entailment,contradiction,reverse negated implicature_N,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because ""did not manage to fix"" implies an attempt was made, whereas ""did not try to fix"" indicates no attempt was made at all."
Julie managed to fix some carriages.,Julie did not try to fix some carriages.,contradiction,contradiction,opposite,control,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Julie managed to fix some carriages, it implies that she did indeed try to fix them."
Julie did not try to fix some carriages.,Julie managed to fix some carriages.,contradiction,contradiction,opposite,control,verb,tried - managed,"Sentence 2 directly contradicts Sentence 1 because it asserts that Julie successfully fixed carriages, while Sentence 1 states that she did not attempt to fix any."
Julie tried to fix some carriages.,Julie did not try to fix some carriages.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly negates the action described in Sentence 1, asserting that Julie did not attempt to fix the carriages, which contradicts the claim that she did."
Julie did not try to fix some carriages.,Julie tried to fix some carriages.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly contradicts Sentence 1 because it asserts that Julie attempted to fix the carriages, while Sentence 1 states that she did not make any such attempt."
Julie managed to fix some carriages.,Julie did not manage to fix some carriages.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly contradicts Sentence 1 by asserting that Julie failed to achieve the action of fixing carriages, which is the opposite of successfully managing to do so as stated in Sentence 1."
Julie did not manage to fix some carriages.,Julie managed to fix some carriages.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly contradicts Sentence 1 because it asserts that Julie successfully fixed some carriages, while Sentence 1 states that she did not manage to do so."
Richard ran to that oasis.,Richard did not sprint to that oasis.,neutral,entailment,implicature_PtoN,target,verb,ran - sprinted,"The statement in sentence2 contradicts the implication of urgency and speed in sentence1, thus it cannot be an entailment."
Richard did not sprint to that oasis.,Richard ran to that oasis.,neutral,entailment,implicature_NtoP,target,verb,ran - sprinted,"Sentence 2 contradicts sentence 1, as ""did not sprint"" implies a lack of urgency or speed, while ""ran"" suggests a more active movement towards the oasis."
Richard ran to that oasis.,Richard sprinted to that oasis.,neutral,contradiction,negated implicature_P,target,verb,ran - sprinted,"Sentence 2 is a contradiction of Sentence 1 because ""sprinted"" implies a faster pace than ""ran,"" suggesting a different intensity of movement that cannot coexist with the same action in the same context."
Richard sprinted to that oasis.,Richard ran to that oasis.,entailment,contradiction,reverse negated implicature_P,target,verb,ran - sprinted,"Sentence 2 contradicts Sentence 1 because ""sprinted"" implies a faster, more intense form of running than simply ""ran,"" suggesting a difference in the nature of the action."
Richard did not sprint to that oasis.,Richard did not run to that oasis.,neutral,contradiction,negated implicature_N,target,verb,ran - sprinted,"Sentence 2 is a contradiction of Sentence 1 because ""sprint"" implies a faster form of running, and if Richard did not sprint, it does not necessarily mean he did not run at all."
Richard did not run to that oasis.,Richard did not sprint to that oasis.,entailment,contradiction,reverse negated implicature_N,target,verb,ran - sprinted,"Sentence 2 is a contradiction of Sentence 1 because ""sprint"" implies a faster pace than ""run,"" suggesting a level of activity that contradicts the assertion of not running at all."
Richard sprinted to that oasis.,Richard did not run to that oasis.,contradiction,contradiction,opposite,control,verb,ran - sprinted,"Sentence 2 contradicts Sentence 1 because it directly negates the action of running implied in Sentence 1, asserting that Richard did not engage in the very activity described."
Richard did not run to that oasis.,Richard sprinted to that oasis.,contradiction,contradiction,opposite,control,verb,ran - sprinted,"Sentence 2 directly contradicts Sentence 1 because it asserts that Richard did run to the oasis, while Sentence 1 states that he did not."
Richard ran to that oasis.,Richard did not run to that oasis.,contradiction,contradiction,negation,control,verb,ran - sprinted,"Sentence 2 directly negates the action described in Sentence 1, asserting that Richard did not perform the act of running to the oasis, which contradicts the claim that he did."
Richard did not run to that oasis.,Richard ran to that oasis.,contradiction,contradiction,negation,control,verb,ran - sprinted,"Sentence 2 directly contradicts Sentence 1 by asserting the opposite action, stating that Richard did run to the oasis, which negates the claim that he did not."
Richard sprinted to that oasis.,Richard did not sprint to that oasis.,contradiction,contradiction,negation,control,verb,ran - sprinted,"Sentence 2 directly negates the action described in Sentence 1, asserting that Richard did not perform the sprinting action, which contradicts the claim that he did."
Richard did not sprint to that oasis.,Richard sprinted to that oasis.,contradiction,contradiction,negation,control,verb,ran - sprinted,"Sentence 2 directly contradicts Sentence 1 because it asserts the opposite action of what is stated, claiming that Richard did indeed sprint to the oasis, while Sentence 1 explicitly states he did not."
Randolf tried to whisper.,Randolf did not manage to whisper.,neutral,entailment,implicature_PtoN,target,verb,tried - managed,"The attempt to whisper implies that Randolf's effort was unsuccessful, leading to the conclusion that he did not manage to whisper."
Randolf did not manage to whisper.,Randolf tried to whisper.,neutral,entailment,implicature_NtoP,target,verb,tried - managed,"If Randolf did not manage to whisper, it implies that he attempted to whisper but was unsuccessful, thus supporting the entailment that he tried to whisper."
Randolf tried to whisper.,Randolf managed to whisper.,neutral,contradiction,negated implicature_P,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because ""tried to whisper"" implies an unsuccessful attempt, while ""managed to whisper"" indicates success."
Randolf managed to whisper.,Randolf tried to whisper.,entailment,contradiction,reverse negated implicature_P,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Randolf ""managed"" to whisper, it implies he succeeded, whereas ""tried"" suggests he may not have succeeded."
Randolf did not manage to whisper.,Randolf did not try to whisper.,neutral,contradiction,negated implicature_N,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because failing to manage to whisper implies that Randolf attempted to whisper but was unsuccessful, whereas not trying to whisper suggests he made no effort at all."
Randolf did not try to whisper.,Randolf did not manage to whisper.,entailment,contradiction,reverse negated implicature_N,target,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Randolf did not try to whisper, it implies he did not attempt the action at all, making it impossible for him to have failed to manage it."
Randolf managed to whisper.,Randolf did not try to whisper.,contradiction,contradiction,opposite,control,verb,tried - managed,"If Randolf managed to whisper, it implies he made an effort to do so, contradicting the assertion that he did not try to whisper."
Randolf did not try to whisper.,Randolf managed to whisper.,contradiction,contradiction,opposite,control,verb,tried - managed,"Sentence 2 contradicts Sentence 1 because if Randolf did not try to whisper, it is logically inconsistent for him to have successfully managed to whisper."
Randolf tried to whisper.,Randolf did not try to whisper.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly negates the action described in Sentence 1, asserting that Randolf did not attempt to whisper, which contradicts the claim that he did."
Randolf did not try to whisper.,Randolf tried to whisper.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly contradicts Sentence 1 because it asserts that Randolf attempted to whisper, while Sentence 1 explicitly states that he did not make such an attempt."
Randolf managed to whisper.,Randolf did not manage to whisper.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly negates the successful action described in Sentence 1, asserting that Randolf failed to accomplish what Sentence 1 states he did."
Randolf did not manage to whisper.,Randolf managed to whisper.,contradiction,contradiction,negation,control,verb,tried - managed,"Sentence 2 directly contradicts Sentence 1 by asserting that Randolf successfully whispered, which opposes the claim that he did not manage to do so."
Alicia ran to that hospital.,Alicia did not sprint to that hospital.,neutral,entailment,implicature_PtoN,target,verb,ran - sprinted,"Sentence 2 is an entailment of Sentence 1 because if Alicia ran to the hospital, it implies she did not sprint, as running typically denotes a pace slower than sprinting."
Alicia did not sprint to that hospital.,Alicia ran to that hospital.,neutral,entailment,implicature_NtoP,target,verb,ran - sprinted,"Sentence 2 contradicts the implication of sentence 1, as ""did not sprint"" suggests a lack of urgency or speed, making it impossible for Alicia to have ""run"" to the hospital in a typical sense."
Alicia ran to that hospital.,Alicia sprinted to that hospital.,neutral,contradiction,negated implicature_P,target,verb,ran - sprinted,"Sentence 2 is a contradiction of Sentence 1 because ""sprinted"" implies a faster, more intense action than ""ran,"" suggesting a different level of urgency or speed that cannot coexist with the more neutral term ""ran."""
Alicia sprinted to that hospital.,Alicia ran to that hospital.,entailment,contradiction,reverse negated implicature_P,target,verb,ran - sprinted,"Sentence 2 contradicts Sentence 1 because ""sprinted"" implies a faster, more intense form of running than simply ""ran,"" suggesting a difference in the nature of the action."
Alicia did not sprint to that hospital.,Alicia did not run to that hospital.,neutral,contradiction,negated implicature_N,target,verb,ran - sprinted,"Sentence 2 contradicts Sentence 1 because ""sprint"" implies a faster form of running, and if Alicia did not sprint, it does not necessarily mean she did not run at all."
Alicia did not run to that hospital.,Alicia did not sprint to that hospital.,entailment,contradiction,reverse negated implicature_N,target,verb,ran - sprinted,"Sentence 2 is a contradiction of Sentence 1 because ""sprint"" implies a faster form of running, suggesting that if Alicia did not sprint, she also did not run."
Alicia sprinted to that hospital.,Alicia did not run to that hospital.,contradiction,contradiction,opposite,control,verb,ran - sprinted,"Sentence 2 contradicts Sentence 1 because ""sprinted"" implies running, while ""did not run"" explicitly denies that action."
Alicia did not run to that hospital.,Alicia sprinted to that hospital.,contradiction,contradiction,opposite,control,verb,ran - sprinted,"Sentence 2 directly contradicts Sentence 1 because ""did not run"" implies a lack of any running activity, while ""sprinted"" indicates a specific and vigorous form of running."
Alicia ran to that hospital.,Alicia did not run to that hospital.,contradiction,contradiction,negation,control,verb,ran - sprinted,"Sentence 2 directly negates the action described in Sentence 1, asserting that Alicia did not perform the act of running to the hospital, which contradicts the claim that she did."
Alicia did not run to that hospital.,Alicia ran to that hospital.,contradiction,contradiction,negation,control,verb,ran - sprinted,"Sentence 2 directly contradicts Sentence 1 because it asserts the opposite action of running to the hospital, which Sentence 1 explicitly denies."
Alicia sprinted to that hospital.,Alicia did not sprint to that hospital.,contradiction,contradiction,negation,control,verb,ran - sprinted,"Sentence 2 directly negates the action described in Sentence 1, asserting that Alicia did not perform the act of sprinting, which contradicts the claim that she did."
Alicia did not sprint to that hospital.,Alicia sprinted to that hospital.,contradiction,contradiction,negation,control,verb,ran - sprinted,"Sentence 2 directly contradicts Sentence 1 because it asserts the opposite action—stating that Alicia did sprint, while Sentence 1 explicitly states that she did not."
Barbara went towards those malls.,Barbara did not get to those malls.,neutral,entailment,implicature_PtoN,target,verb,went towards - got to,"The statement in sentence2 contradicts the implication of sentence1, which suggests that Barbara was moving in the direction of the malls, thus making sentence2 not an entailment of sentence1."
