sentence1,sentence2,gold_label_log,gold_label_prag,spec_relation,item_type,trigger,lexemes,Reasoning_gold_label_Prag
A lot of guys had hired some teachers.,A lot of guys hadn't hired all teachers.,neutral,entailment,implicature_PtoN,target,quantifier,some - all,"The statement in sentence2 logically follows from sentence1, as hiring ""some"" teachers implies that not all teachers were hired, thus supporting the claim that ""a lot of guys hadn't hired all teachers."""
A lot of guys hadn't hired all teachers.,A lot of guys had hired some teachers.,neutral,entailment,implicature_NtoP,target,quantifier,some - all,"If a lot of guys hadn't hired all teachers, it implies that they must have hired some teachers."
A lot of guys had hired some teachers.,A lot of guys had hired all teachers.,neutral,contradiction,negated implicature_P,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because ""some teachers"" implies that not all teachers were hired, while ""all teachers"" suggests that every teacher was hired, which cannot be true simultaneously."
A lot of guys had hired all teachers.,A lot of guys had hired some teachers.,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all,"Sentence 2 is a contradiction of Sentence 1 because if all teachers were hired, it is impossible for only some teachers to have been hired."
A lot of guys hadn't hired all teachers.,A lot of guys had hired no teachers.,neutral,contradiction,negated implicature_N,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if a lot of guys hadn't hired all teachers, it implies that some may have hired at least one teacher, whereas Sentence 2 asserts that they hired no teachers at all."
A lot of guys had hired no teachers.,A lot of guys hadn't hired all teachers.,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if a lot of guys had hired no teachers, it logically follows that they could not have hired any teachers, including not hiring all teachers."
A lot of guys had hired all teachers.,A lot of guys had hired no teachers.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 because it asserts that a lot of guys hired no teachers, which is the opposite of hiring all teachers as stated in Sentence 1."
A lot of guys had hired no teachers.,A lot of guys had hired all teachers.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 because it asserts that a lot of guys hired ""all teachers,"" which is incompatible with the claim that they hired ""no teachers."""
A lot of guys had hired some teachers.,A lot of guys had hired no teachers.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that the same group of guys hired ""no teachers,"" which opposes the claim that they hired ""some teachers."""
A lot of guys had hired no teachers.,A lot of guys had hired some teachers.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 because it asserts that a lot of guys hired some teachers, which is incompatible with the claim that they hired no teachers."
A lot of guys had hired all teachers.,A lot of guys hadn't hired all teachers.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that a significant number of guys did not hire all teachers, which opposes the claim that they did."
A lot of guys hadn't hired all teachers.,A lot of guys had hired all teachers.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 because it asserts that a lot of guys had hired all teachers, while Sentence 1 states that they had not hired all teachers."
Some men criticized Travis.,Not all men criticized Travis.,neutral,entailment,implicature_PtoN,target,quantifier,some - all,"The statement ""Some men criticized Travis"" implies that there are men who did not criticize him, supporting the conclusion that ""Not all men criticized Travis."""
Not all men criticized Travis.,Some men criticized Travis.,neutral,entailment,implicature_NtoP,target,quantifier,some - all,"If not all men criticized Travis, it logically follows that at least some men must have criticized him."
Some men criticized Travis.,All men criticized Travis.,neutral,contradiction,negated implicature_P,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because stating ""All men criticized Travis"" implies that every man criticized him, which directly opposes the claim that only ""some men"" did."
All men criticized Travis.,Some men criticized Travis.,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because stating ""Some men criticized Travis"" implies that not all men participated in the criticism, directly opposing the assertion that ""All men criticized Travis."""
Not all men criticized Travis.,No men criticized Travis.,neutral,contradiction,negated implicature_N,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if not all men criticized Travis, it implies that at least some men did criticize him, which directly opposes the claim that no men criticized him."
No men criticized Travis.,Not all men criticized Travis.,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all,"Sentence 2 implies that at least some men may have criticized Travis, which directly contradicts the assertion in Sentence 1 that no men criticized him."
All men criticized Travis.,No men criticized Travis.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 because it asserts the opposite claim regarding the actions of men towards Travis, stating that none participated in the criticism."
No men criticized Travis.,All men criticized Travis.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 because it asserts that every man criticized Travis, which opposes the claim that no men did so."
Some men criticized Travis.,No men criticized Travis.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that not a single man criticized Travis, which opposes the claim that at least some men did."
No men criticized Travis.,Some men criticized Travis.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 because it asserts that at least one man criticized Travis, which opposes the claim that no men did so."
All men criticized Travis.,Not all men criticized Travis.,contradiction,contradiction,negation,control,quantifier,some - all,Sentence 2 contradicts Sentence 1 because it directly negates the universal claim made in Sentence 1 by asserting that there exists at least one man who did not criticize Travis.
Not all men criticized Travis.,All men criticized Travis.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence2 contradicts sentence1 because if not all men criticized Travis, then it is impossible for all men to have criticized him."
Many customers go to some hills.,Many customers don't go to all hills.,neutral,entailment,implicature_PtoN,target,quantifier,some - all,"The statement in sentence1 indicates that many customers visit certain hills, which logically implies that they do not visit every single hill, supporting the claim in sentence2."
Many customers don't go to all hills.,Many customers go to some hills.,neutral,entailment,implicature_NtoP,target,quantifier,some - all,"If many customers don't go to all hills, it logically follows that they must go to some hills."
Many customers go to some hills.,Many customers go to all hills.,neutral,contradiction,negated implicature_P,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because ""some hills"" implies that not all hills are included, while ""all hills"" suggests that every hill is visited, which is inconsistent with the limited scope of Sentence 1."
Many customers go to all hills.,Many customers go to some hills.,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because ""all hills"" implies every hill is visited, while ""some hills"" suggests that not all hills are included, creating a logical inconsistency."
Many customers don't go to all hills.,Many customers go to no hills.,neutral,contradiction,negated implicature_N,target,quantifier,some - all,"Sentence2 contradicts sentence1 because if many customers don't go to all hills, it does not imply that they go to no hills at all."
Many customers go to no hills.,Many customers don't go to all hills.,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because ""no hills"" implies that there are zero hills that customers go to, while ""all hills"" suggests the existence of hills that customers could potentially visit."
Many customers go to all hills.,Many customers go to no hills.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that while many customers go to all hills, they simultaneously go to no hills, which is logically impossible."
Many customers go to no hills.,Many customers go to all hills.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because ""no hills"" implies the absence of any hills, while ""all hills"" suggests the presence of every hill, creating a direct opposition in meaning."
Many customers go to some hills.,Many customers go to no hills.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because it asserts that many customers do not go to any hills, directly opposing the claim that many customers do go to some hills."
Many customers go to no hills.,Many customers go to some hills.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because it asserts that many customers visit some hills, directly opposing the claim that they go to no hills at all."
Many customers go to all hills.,Many customers don't go to all hills.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because it asserts that there are customers who do not go to all hills, directly opposing the claim that many customers do go to all hills."
Many customers don't go to all hills.,Many customers go to all hills.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that many customers do go to all hills, which opposes the claim that many customers do not."
A dog is ascending some hills.,A dog isn't ascending all hills.,neutral,entailment,implicature_PtoN,target,quantifier,some - all,"The statement that ""A dog is ascending some hills"" does not imply that the dog is ascending all hills, thus supporting the conclusion that ""A dog isn't ascending all hills"" is a valid entailment."
A dog isn't ascending all hills.,A dog is ascending some hills.,neutral,entailment,implicature_NtoP,target,quantifier,some - all,"If a dog isn't ascending all hills, it implies that there are some hills it could be ascending, thus supporting the claim that a dog is ascending some hills."
A dog is ascending some hills.,A dog is ascending all hills.,neutral,contradiction,negated implicature_P,target,quantifier,some - all,"Sentence 2 is a contradiction of Sentence 1 because ""some hills"" implies that not all hills are being ascended, while ""all hills"" asserts that every hill is being ascended, which cannot both be true simultaneously."
A dog is ascending all hills.,A dog is ascending some hills.,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if a dog is ascending all hills, it cannot simultaneously be limited to ascending only some hills."
A dog isn't ascending all hills.,A dog is ascending no hills.,neutral,contradiction,negated implicature_N,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if a dog isn't ascending all hills, it implies that there are some hills it may still be ascending, whereas Sentence 2 asserts that the dog is not ascending any hills at all."
A dog is ascending no hills.,A dog isn't ascending all hills.,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if a dog is not ascending all hills, it implies that there are some hills it could be ascending, which directly opposes the claim that it is ascending no hills at all."
A dog is ascending all hills.,A dog is ascending no hills.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that the dog is not ascending any hills, which opposes the claim that it is ascending all hills."
A dog is ascending no hills.,A dog is ascending all hills.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because stating that a dog is ascending ""all hills"" directly opposes the claim that it is ascending ""no hills."""
A dog is ascending some hills.,A dog is ascending no hills.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence2 contradicts sentence1 because it asserts that the dog is not ascending any hills, directly opposing the claim that it is ascending some hills."
A dog is ascending no hills.,A dog is ascending some hills.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because it asserts that a dog is ascending at least one hill, directly opposing the claim that a dog is not ascending any hills."
A dog is ascending all hills.,A dog isn't ascending all hills.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 directly negates the assertion made in Sentence 1 by stating that the dog is not ascending all hills, thereby contradicting the claim that it is."
A dog isn't ascending all hills.,A dog is ascending all hills.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that a dog is ascending all hills, which opposes the claim that a dog is not ascending any hills."
Most actors wear some glasses.,Most actors don't wear all glasses.,neutral,entailment,implicature_PtoN,target,quantifier,some - all,"Sentence 2 is an entailment of Sentence 1 because if most actors wear some glasses, it logically follows that they do not wear all types of glasses."
Most actors don't wear all glasses.,Most actors wear some glasses.,neutral,entailment,implicature_NtoP,target,quantifier,some - all,"If most actors don't wear all glasses, it implies that they may still wear some glasses, thus supporting the claim in sentence 2."
Most actors wear some glasses.,Most actors wear all glasses.,neutral,contradiction,negated implicature_P,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because ""some glasses"" implies a partial quantity, while ""all glasses"" suggests a totality that cannot coexist with the notion of ""some."""
Most actors wear all glasses.,Most actors wear some glasses.,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because stating that ""most actors wear some glasses"" implies that not all actors wear glasses, which directly opposes the claim that ""most actors wear all glasses."""
Most actors don't wear all glasses.,Most actors wear no glasses.,neutral,contradiction,negated implicature_N,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if most actors wear no glasses, it implies that they cannot be wearing ""all glasses,"" which suggests at least some actors do wear glasses."
Most actors wear no glasses.,Most actors don't wear all glasses.,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if most actors wear no glasses, it logically follows that they cannot be said to not wear ""all"" glasses, as that implies they might wear some."
Most actors wear all glasses.,Most actors wear no glasses.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because it asserts that the majority of actors do not wear glasses, directly opposing the claim that most actors do wear them."
Most actors wear no glasses.,Most actors wear all glasses.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence2 contradicts sentence1 because it asserts that most actors wear ""all glasses,"" implying they wear glasses, which directly opposes the claim that most actors wear ""no glasses."""
Most actors wear some glasses.,Most actors wear no glasses.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because it asserts that the majority of actors do not wear glasses, directly opposing the claim that most do."
Most actors wear no glasses.,Most actors wear some glasses.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that a majority of actors do wear glasses, which opposes the claim that most do not."
Most actors wear all glasses.,Most actors don't wear all glasses.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that the majority of actors do not wear all glasses, which opposes the claim that they do."
Most actors don't wear all glasses.,Most actors wear all glasses.,contradiction,contradiction,negation,control,quantifier,some - all,Sentence 2 directly contradicts Sentence 1 by asserting the opposite claim about the majority of actors' behavior regarding wearing glasses.
Some actresses write.,Not all actresses write.,neutral,entailment,implicature_PtoN,target,quantifier,some - all,"The statement ""Some actresses write"" implies that there are actresses who do not write, supporting the conclusion that ""Not all actresses write."""
Not all actresses write.,Some actresses write.,neutral,entailment,implicature_NtoP,target,quantifier,some - all,"If not all actresses write, it implies that at least some actresses do write, making sentence 2 an entailment of sentence 1."
Some actresses write.,All actresses write.,neutral,contradiction,negated implicature_P,target,quantifier,some - all,"Sentence 2 is a contradiction of Sentence 1 because it asserts a universal claim that contradicts the possibility of only a subset of actresses writing, as implied by the word ""some."""
All actresses write.,Some actresses write.,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all,"Sentence 2 is a contradiction of Sentence 1 because if all actresses write, then it is impossible for only some actresses to write, as that would imply that not all are included."
Not all actresses write.,No actresses write.,neutral,contradiction,negated implicature_N,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if not all actresses write, it implies that at least some do, whereas Sentence 2 asserts that none do."
No actresses write.,Not all actresses write.,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if no actresses write, then it is impossible for some actresses to not write, as that would imply at least one actress does write."
All actresses write.,No actresses write.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because it asserts that none of the actresses engage in writing, directly opposing the claim that all actresses do write."
No actresses write.,All actresses write.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that every actress writes, which opposes the claim that no actresses engage in writing."
Some actresses write.,No actresses write.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because it asserts that there are no actresses who write, directly opposing the claim that at least some actresses do."
No actresses write.,Some actresses write.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that at least one actress engages in writing, which opposes the claim that no actresses write."
All actresses write.,Not all actresses write.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because it asserts that there exists at least one actress who does not write, directly opposing the claim that all actresses write."
Not all actresses write.,All actresses write.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because it asserts that every actress writes, directly opposing the claim that there are some actresses who do not write."
Some doctors had disagreed.,Not all doctors had disagreed.,neutral,entailment,implicature_PtoN,target,quantifier,some - all,"The statement ""Some doctors had disagreed"" implies that there are doctors who did not disagree, supporting the conclusion that ""Not all doctors had disagreed."""
Not all doctors had disagreed.,Some doctors had disagreed.,neutral,entailment,implicature_NtoP,target,quantifier,some - all,"The statement ""Not all doctors had disagreed"" implies that at least some doctors may have disagreed, which directly supports the claim that ""Some doctors had disagreed."""
Some doctors had disagreed.,All doctors had disagreed.,neutral,contradiction,negated implicature_P,target,quantifier,some - all,"Sentence 2 is a contradiction of Sentence 1 because stating that ""all doctors had disagreed"" directly negates the possibility that ""some doctors had disagreed,"" as it implies that there are no doctors who did not disagree."
All doctors had disagreed.,Some doctors had disagreed.,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if all doctors had disagreed, it is impossible for only some doctors to have disagreed."
Not all doctors had disagreed.,No doctors had disagreed.,neutral,contradiction,negated implicature_N,target,quantifier,some - all,"Sentence2 contradicts sentence1 because if not all doctors had disagreed, it implies that at least some doctors did agree, which directly opposes the claim that no doctors had disagreed."
No doctors had disagreed.,Not all doctors had disagreed.,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if no doctors had disagreed, it logically follows that all doctors must have agreed, making the claim in Sentence 2 that ""not all doctors had disagreed"" inherently false."
All doctors had disagreed.,No doctors had disagreed.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that none of the doctors disagreed, which opposes the claim that all doctors had disagreed."
No doctors had disagreed.,All doctors had disagreed.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 because if no doctors had disagreed, it is impossible for all doctors to have disagreed."
Some doctors had disagreed.,No doctors had disagreed.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that there were no doctors who disagreed, which negates the possibility that some doctors had differing opinions."
No doctors had disagreed.,Some doctors had disagreed.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if no doctors had disagreed, it is logically impossible for some doctors to have disagreed."
All doctors had disagreed.,Not all doctors had disagreed.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if all doctors had disagreed, then it is impossible for any subset of doctors to have not disagreed."
Not all doctors had disagreed.,All doctors had disagreed.,contradiction,contradiction,negation,control,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if not all doctors had disagreed, then it is impossible for all doctors to have disagreed simultaneously."
Some actresses did react.,Not all actresses did react.,neutral,entailment,implicature_PtoN,target,quantifier,some - all,"The statement in sentence1 indicates that at least one actress reacted, which logically allows for the possibility that some actresses did not react, supporting the claim in sentence2."
Not all actresses did react.,Some actresses did react.,neutral,entailment,implicature_NtoP,target,quantifier,some - all,"If not all actresses reacted, it implies that at least some actresses must have reacted, thus supporting the claim in sentence 2."
Some actresses did react.,All actresses did react.,neutral,contradiction,negated implicature_P,target,quantifier,some - all,"Sentence 2 is a contradiction of Sentence 1 because stating ""all actresses did react"" negates the possibility that only ""some actresses"" reacted, implying that not all actresses participated."
All actresses did react.,Some actresses did react.,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all,"Sentence 2 is a contradiction of Sentence 1 because if all actresses reacted, then it cannot be true that only some actresses did react."
Not all actresses did react.,No actresses did react.,neutral,contradiction,negated implicature_N,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if not all actresses reacted, it implies that at least some did react, whereas Sentence 2 asserts that none did."
No actresses did react.,Not all actresses did react.,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all,"Sentence 2 contradicts Sentence 1 because if no actresses reacted, it is impossible for some actresses to have not reacted, as that implies at least one actress did react."
All actresses did react.,No actresses did react.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that none of the actresses reacted, which opposes the claim that all actresses did react."
No actresses did react.,All actresses did react.,contradiction,contradiction,opposite,control,quantifier,some - all,"Sentence 2 directly contradicts Sentence 1 by asserting that every actress reacted, which opposes the claim that no actresses reacted."
